日付,緯度,経度,日平均気温(℃)
2020-02-17,32.83433481269516,130.02409751074833,4.02
2020-02-18,32.83433481269516,130.02409751074833,4.23
2020-02-19,32.83433481269516,130.02409751074833,6.55
2020-02-20,32.83433481269516,130.02409751074833,9.36
2020-02-21,32.83433481269516,130.02409751074833,11.21
2020-02-22,32.83433481269516,130.02409751074833,13.21
2020-02-23,32.83433481269516,130.02409751074833,8.88
2020-02-24,32.83433481269516,130.02409751074833,9.46
2020-02-25,32.83433481269516,130.02409751074833,14.39
2020-02-26,32.83433481269516,130.02409751074833,13.71
2020-02-27,32.83433481269516,130.02409751074833,9.44
2020-02-28,32.83433481269516,130.02409751074833,7.87
2020-02-29,32.83433481269516,130.02409751074833,10.54
2020-03-01,32.83433481269516,130.02409751074833,10.39
2020-03-02,32.83433481269516,130.02409751074833,11.1
2020-03-03,32.83433481269516,130.02409751074833,10.72
2020-03-04,32.83433481269516,130.02409751074833,10.97
2020-03-05,32.83433481269516,130.02409751074833,6.97
2020-03-06,32.83433481269516,130.02409751074833,7.08
2020-03-07,32.83433481269516,130.02409751074833,9.65
2020-03-08,32.83433481269516,130.02409751074833,12.65
2020-03-09,32.83433481269516,130.02409751074833,11.67
2020-03-10,32.83433481269516,130.02409751074833,13.4
2020-03-11,32.83433481269516,130.02409751074833,9.76
2020-03-12,32.83433481269516,130.02409751074833,9.46
2020-03-13,32.83433481269516,130.02409751074833,11.26
2020-03-14,32.83433481269516,130.02409751074833,10.2
2020-03-15,32.83433481269516,130.02409751074833,10.49
2020-03-16,32.83433481269516,130.02409751074833,8.46
2020-03-17,32.83433481269516,130.02409751074833,10.58
2020-03-18,32.83433481269516,130.02409751074833,13.35
2020-03-19,32.83433481269516,130.02409751074833,14.41
2020-03-20,32.83433481269516,130.02409751074833,11.0
2020-03-21,32.83433481269516,130.02409751074833,14.27
2020-03-22,32.83433481269516,130.02409751074833,16.39
2020-03-23,32.83433481269516,130.02409751074833,14.45
2020-03-24,32.83433481269516,130.02409751074833,13.13
2020-03-25,32.83433481269516,130.02409751074833,14.07
2020-03-26,32.83433481269516,130.02409751074833,15.47
2020-03-27,32.83433481269516,130.02409751074833,17.64
2020-03-28,32.83433481269516,130.02409751074833,12.91
2020-03-29,32.83433481269516,130.02409751074833,12.82
2020-03-30,32.83433481269516,130.02409751074833,11.97
2020-03-31,32.83433481269516,130.02409751074833,14.3
2020-04-01,32.83433481269516,130.02409751074833,12.53
2020-04-02,32.83433481269516,130.02409751074833,12.78
2020-04-03,32.83433481269516,130.02409751074833,12.9
2020-04-04,32.83433481269516,130.02409751074833,13.73
2020-04-05,32.83433481269516,130.02409751074833,12.01
2020-04-06,32.83433481269516,130.02409751074833,11.64
2020-04-07,32.83433481269516,130.02409751074833,13.59
2020-04-08,32.83433481269516,130.02409751074833,13.78
2020-04-09,32.83433481269516,130.02409751074833,13.63
2020-04-10,32.83433481269516,130.02409751074833,13.27
2020-04-11,32.83433481269516,130.02409751074833,13.57
2020-04-12,32.83433481269516,130.02409751074833,11.43
2020-04-13,32.83433481269516,130.02409751074833,10.35
2020-04-14,32.83433481269516,130.02409751074833,13.82
2020-04-15,32.83433481269516,130.02409751074833,14.38
2020-04-16,32.83433481269516,130.02409751074833,15.35
2020-04-17,32.83433481269516,130.02409751074833,16.45
2020-04-18,32.83433481269516,130.02409751074833,15.55
2020-04-19,32.83433481269516,130.02409751074833,14.53
2020-04-20,32.83433481269516,130.02409751074833,16.17
2020-04-21,32.83433481269516,130.02409751074833,14.88
2020-04-22,32.83433481269516,130.02409751074833,12.2
2020-04-23,32.83433481269516,130.02409751074833,11.07
2020-04-24,32.83433481269516,130.02409751074833,12.27
2020-04-25,32.83433481269516,130.02409751074833,15.03
2020-04-26,32.83433481269516,130.02409751074833,16.11
2020-04-27,32.83433481269516,130.02409751074833,14.94
2020-04-28,32.83433481269516,130.02409751074833,14.7
2020-04-29,32.83433481269516,130.02409751074833,15.05
2020-04-30,32.83433481269516,130.02409751074833,16.81
2020-05-01,32.83433481269516,130.02409751074833,19.44
2020-05-02,32.83433481269516,130.02409751074833,20.21
2020-05-03,32.83433481269516,130.02409751074833,19.11
2020-05-04,32.83433481269516,130.02409751074833,20.33
2020-05-05,32.83433481269516,130.02409751074833,20.06
2020-05-06,32.83433481269516,130.02409751074833,20.84
2020-05-07,32.83433481269516,130.02409751074833,20.53
2020-05-08,32.83433481269516,130.02409751074833,20.47
2020-05-09,32.83433481269516,130.02409751074833,20.14
2020-05-10,32.83433481269516,130.02409751074833,19.12
2020-05-11,32.83433481269516,130.02409751074833,19.53
2020-05-12,32.83433481269516,130.02409751074833,18.82
2020-05-13,32.83433481269516,130.02409751074833,18.72
2020-05-14,32.83433481269516,130.02409751074833,19.81
2020-05-15,32.83433481269516,130.02409751074833,20.46
2020-05-16,32.83433481269516,130.02409751074833,22.05
2020-05-17,32.83433481269516,130.02409751074833,22.2
2020-05-18,32.83433481269516,130.02409751074833,21.17
2020-05-19,32.83433481269516,130.02409751074833,19.3
2020-05-20,32.83433481269516,130.02409751074833,18.28
2020-05-21,32.83433481269516,130.02409751074833,18.04
2020-05-22,32.83433481269516,130.02409751074833,19.42
2020-05-23,32.83433481269516,130.02409751074833,21.37
2020-05-24,32.83433481269516,130.02409751074833,22.98
2020-05-25,32.83433481269516,130.02409751074833,22.22
2020-05-26,32.83433481269516,130.02409751074833,20.26
2020-05-27,32.83433481269516,130.02409751074833,20.17
2020-05-28,32.83433481269516,130.02409751074833,20.73
2020-05-29,32.83433481269516,130.02409751074833,21.1
2020-05-30,32.83433481269516,130.02409751074833,21.39
2020-05-31,32.83433481269516,130.02409751074833,22.5
2020-06-01,32.83433481269516,130.02409751074833,22.59
2020-06-02,32.83433481269516,130.02409751074833,21.96
2020-06-03,32.83433481269516,130.02409751074833,22.04
2020-06-04,32.83433481269516,130.02409751074833,23.65
2020-06-05,32.83433481269516,130.02409751074833,24.0
2020-06-06,32.83433481269516,130.02409751074833,23.28
2020-06-07,32.83433481269516,130.02409751074833,24.06
2020-06-08,32.83433481269516,130.02409751074833,24.81
2020-06-09,32.83433481269516,130.02409751074833,26.38
2020-06-10,32.83433481269516,130.02409751074833,26.0
2020-06-11,32.83433481269516,130.02409751074833,24.32
2020-06-12,32.83433481269516,130.02409751074833,25.1
2020-06-13,32.83433481269516,130.02409751074833,26.49
2020-06-14,32.83433481269516,130.02409751074833,26.01
2020-06-15,32.83433481269516,130.02409751074833,23.74
2020-06-16,32.83433481269516,130.02409751074833,23.96
2020-06-17,32.83433481269516,130.02409751074833,23.64
2020-06-18,32.83433481269516,130.02409751074833,23.75
2020-06-19,32.83433481269516,130.02409751074833,23.14
2020-06-20,32.83433481269516,130.02409751074833,22.68
2020-06-21,32.83433481269516,130.02409751074833,22.48
2020-06-22,32.83433481269516,130.02409751074833,24.23
2020-06-23,32.83433481269516,130.02409751074833,25.69
2020-06-24,32.83433481269516,130.02409751074833,26.14
2020-06-25,32.83433481269516,130.02409751074833,26.97
2020-06-26,32.83433481269516,130.02409751074833,26.24
2020-06-27,32.83433481269516,130.02409751074833,25.79
2020-06-28,32.83433481269516,130.02409751074833,26.27
2020-06-29,32.83433481269516,130.02409751074833,24.11
2020-06-30,32.83433481269516,130.02409751074833,24.11
2020-07-01,32.83433481269516,130.02409751074833,23.19
2020-07-02,32.83433481269516,130.02409751074833,24.16
2020-07-03,32.83433481269516,130.02409751074833,23.87
2020-07-04,32.83433481269516,130.02409751074833,24.99
2020-07-05,32.83433481269516,130.02409751074833,24.8
2020-07-06,32.83433481269516,130.02409751074833,25.27
2020-07-07,32.83433481269516,130.02409751074833,25.77
2020-07-08,32.83433481269516,130.02409751074833,25.38
2020-07-09,32.83433481269516,130.02409751074833,24.49
2020-07-10,32.83433481269516,130.02409751074833,25.43
2020-07-11,32.83433481269516,130.02409751074833,25.45
2020-07-12,32.83433481269516,130.02409751074833,24.23
2020-07-13,32.83433481269516,130.02409751074833,27.33
2020-07-14,32.83433481269516,130.02409751074833,23.68
2020-07-15,32.83433481269516,130.02409751074833,22.44
2020-07-16,32.83433481269516,130.02409751074833,23.49
2020-07-17,32.83433481269516,130.02409751074833,24.81
2020-07-18,32.83433481269516,130.02409751074833,25.63
2020-07-19,32.83433481269516,130.02409751074833,27.59
2020-07-20,32.83433481269516,130.02409751074833,28.97
2020-07-21,32.83433481269516,130.02409751074833,28.25
2020-07-22,32.83433481269516,130.02409751074833,28.08
2020-07-23,32.83433481269516,130.02409751074833,27.05
2020-07-24,32.83433481269516,130.02409751074833,25.78
2020-07-25,32.83433481269516,130.02409751074833,24.45
2020-07-26,32.83433481269516,130.02409751074833,25.65
2020-07-27,32.83433481269516,130.02409751074833,26.14
2020-07-28,32.83433481269516,130.02409751074833,26.91
2020-07-29,32.83433481269516,130.02409751074833,28.01
2020-07-30,32.83433481269516,130.02409751074833,28.41
2020-07-31,32.83433481269516,130.02409751074833,28.69
2020-08-01,32.83433481269516,130.02409751074833,28.16
2020-08-02,32.83433481269516,130.02409751074833,28.1
2020-08-03,32.83433481269516,130.02409751074833,27.76
2020-08-04,32.83433481269516,130.02409751074833,28.95
2020-08-05,32.83433481269516,130.02409751074833,29.11
2020-08-06,32.83433481269516,130.02409751074833,29.22
2020-08-07,32.83433481269516,130.02409751074833,28.48
2020-08-08,32.83433481269516,130.02409751074833,29.24
2020-08-09,32.83433481269516,130.02409751074833,28.91
2020-08-10,32.83433481269516,130.02409751074833,28.59
2020-08-11,32.83433481269516,130.02409751074833,28.52
2020-08-12,32.83433481269516,130.02409751074833,29.67
2020-08-13,32.83433481269516,130.02409751074833,29.66
2020-08-14,32.83433481269516,130.02409751074833,29.71
2020-08-15,32.83433481269516,130.02409751074833,29.74
2020-08-16,32.83433481269516,130.02409751074833,29.71
2020-08-17,32.83433481269516,130.02409751074833,29.97
2020-08-18,32.83433481269516,130.02409751074833,29.63
2020-08-19,32.83433481269516,130.02409751074833,29.18
2020-08-20,32.83433481269516,130.02409751074833,29.54
2020-08-21,32.83433481269516,130.02409751074833,29.63
2020-08-22,32.83433481269516,130.02409751074833,28.11
2020-08-23,32.83433481269516,130.02409751074833,27.94
2020-08-24,32.83433481269516,130.02409751074833,29.41
2020-08-25,32.83433481269516,130.02409751074833,30.3
2020-08-26,32.83433481269516,130.02409751074833,28.64
2020-08-27,32.83433481269516,130.02409751074833,27.26
2020-08-28,32.83433481269516,130.02409751074833,27.54
2020-08-29,32.83433481269516,130.02409751074833,29.15
2020-08-30,32.83433481269516,130.02409751074833,29.49
2020-08-31,32.83433481269516,130.02409751074833,29.77
2020-09-01,32.83433481269516,130.02409751074833,29.39
2020-09-02,32.83433481269516,130.02409751074833,29.01
2020-09-03,32.83433481269516,130.02409751074833,27.07
2020-09-04,32.83433481269516,130.02409751074833,26.44
2020-09-05,32.83433481269516,130.02409751074833,25.8
2020-09-06,32.83433481269516,130.02409751074833,26.27
2020-09-07,32.83433481269516,130.02409751074833,25.63
2020-09-08,32.83433481269516,130.02409751074833,26.18
2020-09-09,32.83433481269516,130.02409751074833,24.89
2020-09-10,32.83433481269516,130.02409751074833,25.58
2020-09-11,32.83433481269516,130.02409751074833,25.2
2020-09-12,32.83433481269516,130.02409751074833,24.56
2020-09-13,32.83433481269516,130.02409751074833,24.36
2020-09-14,32.83433481269516,130.02409751074833,23.92
2020-09-15,32.83433481269516,130.02409751074833,24.61
2020-09-16,32.83433481269516,130.02409751074833,23.87
2020-09-17,32.83433481269516,130.02409751074833,25.87
2020-09-18,32.83433481269516,130.02409751074833,23.47
2020-09-19,32.83433481269516,130.02409751074833,21.89
2020-09-20,32.83433481269516,130.02409751074833,21.49
2020-09-21,32.83433481269516,130.02409751074833,21.49
2020-09-22,32.83433481269516,130.02409751074833,22.25
2020-09-23,32.83433481269516,130.02409751074833,23.86
2020-09-24,32.83433481269516,130.02409751074833,21.6
2020-09-25,32.83433481269516,130.02409751074833,23.18
2020-09-26,32.83433481269516,130.02409751074833,22.59
2020-09-27,32.83433481269516,130.02409751074833,22.04
2020-09-28,32.83433481269516,130.02409751074833,21.13
2020-09-29,32.83433481269516,130.02409751074833,21.1
2020-09-30,32.83433481269516,130.02409751074833,21.84
2020-10-01,32.83433481269516,130.02409751074833,21.63
2020-10-02,32.83433481269516,130.02409751074833,21.96
2020-10-03,32.83433481269516,130.02409751074833,22.76
2020-10-04,32.83433481269516,130.02409751074833,23.09
2020-10-05,32.83433481269516,130.02409751074833,20.55
2020-10-06,32.83433481269516,130.02409751074833,19.75
2020-10-07,32.83433481269516,130.02409751074833,21.32
2020-10-08,32.83433481269516,130.02409751074833,21.29
2020-10-09,32.83433481269516,130.02409751074833,22.24
2020-10-10,32.83433481269516,130.02409751074833,22.01
2020-10-11,32.83433481269516,130.02409751074833,21.44
2020-10-12,32.83433481269516,130.02409751074833,21.18
2020-10-13,32.83433481269516,130.02409751074833,20.3
2020-10-14,32.83433481269516,130.02409751074833,19.78
2020-10-15,32.83433481269516,130.02409751074833,19.28
2020-10-16,32.83433481269516,130.02409751074833,18.86
2020-10-17,32.83433481269516,130.02409751074833,16.34
2020-10-18,32.83433481269516,130.02409751074833,18.42
2020-10-19,32.83433481269516,130.02409751074833,19.11
2020-10-20,32.83433481269516,130.02409751074833,18.36
2020-10-21,32.83433481269516,130.02409751074833,19.92
2020-10-22,32.83433481269516,130.02409751074833,18.96
2020-10-23,32.83433481269516,130.02409751074833,15.64
2020-10-24,32.83433481269516,130.02409751074833,14.83
2020-10-25,32.83433481269516,130.02409751074833,15.07
2020-10-26,32.83433481269516,130.02409751074833,15.96
2020-10-27,32.83433481269516,130.02409751074833,16.19
2020-10-28,32.83433481269516,130.02409751074833,17.57
2020-10-29,32.83433481269516,130.02409751074833,18.05
2020-10-30,32.83433481269516,130.02409751074833,17.16
2020-10-31,32.83433481269516,130.02409751074833,15.39
2020-11-01,32.83433481269516,130.02409751074833,18.1
2020-11-02,32.83433481269516,130.02409751074833,16.72
2020-11-03,32.83433481269516,130.02409751074833,14.15
2020-11-04,32.83433481269516,130.02409751074833,11.64
2020-11-05,32.83433481269516,130.02409751074833,12.94
2020-11-06,32.83433481269516,130.02409751074833,17.59
2020-11-07,32.83433481269516,130.02409751074833,18.57
2020-11-08,32.83433481269516,130.02409751074833,16.35
2020-11-09,32.83433481269516,130.02409751074833,12.78
2020-11-10,32.83433481269516,130.02409751074833,11.87
2020-11-11,32.83433481269516,130.02409751074833,12.56
2020-11-12,32.83433481269516,130.02409751074833,13.13
2020-11-13,32.83433481269516,130.02409751074833,14.43
2020-11-14,32.83433481269516,130.02409751074833,16.11
2020-11-15,32.83433481269516,130.02409751074833,16.63
2020-11-16,32.83433481269516,130.02409751074833,18.52
2020-11-17,32.83433481269516,130.02409751074833,19.42
2020-11-18,32.83433481269516,130.02409751074833,20.06
2020-11-19,32.83433481269516,130.02409751074833,21.87
2020-11-20,32.83433481269516,130.02409751074833,16.44
2020-11-21,32.83433481269516,130.02409751074833,14.6
2020-11-22,32.83433481269516,130.02409751074833,15.9
2020-11-23,32.83433481269516,130.02409751074833,13.14
2020-11-24,32.83433481269516,130.02409751074833,12.79
2020-11-25,32.83433481269516,130.02409751074833,13.56
2020-11-26,32.83433481269516,130.02409751074833,12.63
2020-11-27,32.83433481269516,130.02409751074833,13.73
2020-11-28,32.83433481269516,130.02409751074833,10.19
2020-11-29,32.83433481269516,130.02409751074833,9.43
2020-11-30,32.83433481269516,130.02409751074833,8.79
2020-12-01,32.83433481269516,130.02409751074833,9.23
2020-12-02,32.83433481269516,130.02409751074833,10.64
2020-12-03,32.83433481269516,130.02409751074833,10.3
2020-12-04,32.83433481269516,130.02409751074833,9.01
2020-12-05,32.83433481269516,130.02409751074833,8.64
2020-12-06,32.83433481269516,130.02409751074833,9.8
2020-12-07,32.83433481269516,130.02409751074833,10.56
2020-12-08,32.83433481269516,130.02409751074833,10.15
2020-12-09,32.83433481269516,130.02409751074833,8.79
2020-12-10,32.83433481269516,130.02409751074833,10.35
2020-12-11,32.83433481269516,130.02409751074833,10.5
2020-12-12,32.83433481269516,130.02409751074833,11.18
2020-12-13,32.83433481269516,130.02409751074833,9.03
2020-12-14,32.83433481269516,130.02409751074833,6.14
2020-12-15,32.83433481269516,130.02409751074833,3.27
2020-12-16,32.83433481269516,130.02409751074833,4.02
2020-12-17,32.83433481269516,130.02409751074833,4.02
2020-12-18,32.83433481269516,130.02409751074833,6.49
2020-12-19,32.83433481269516,130.02409751074833,6.64
2020-12-20,32.83433481269516,130.02409751074833,4.97
2020-12-21,32.83433481269516,130.02409751074833,6.81
2020-12-22,32.83433481269516,130.02409751074833,7.21
2020-12-23,32.83433481269516,130.02409751074833,7.89
2020-12-24,32.83433481269516,130.02409751074833,8.79
2020-12-25,32.83433481269516,130.02409751074833,6.65
2020-12-26,32.83433481269516,130.02409751074833,5.57
2020-12-27,32.83433481269516,130.02409751074833,7.83
2020-12-28,32.83433481269516,130.02409751074833,11.12
2020-12-29,32.83433481269516,130.02409751074833,10.73
2020-12-30,32.83433481269516,130.02409751074833,3.12
2020-12-31,32.83433481269516,130.02409751074833,1.96
2021-01-01,32.83433481269516,130.02409751074833,4.98
2021-01-02,32.83433481269516,130.02409751074833,5.68
2021-01-03,32.83433481269516,130.02409751074833,4.66
2021-01-04,32.83433481269516,130.02409751074833,5.84
2021-01-05,32.83433481269516,130.02409751074833,7.53
2021-01-06,32.83433481269516,130.02409751074833,4.92
2021-01-07,32.83433481269516,130.02409751074833,1.35
2021-01-08,32.83433481269516,130.02409751074833,-0.78
2021-01-09,32.83433481269516,130.02409751074833,-0.01
2021-01-10,32.83433481269516,130.02409751074833,1.96
2021-01-11,32.83433481269516,130.02409751074833,3.94
2021-01-12,32.83433481269516,130.02409751074833,4.26
2021-01-13,32.83433481269516,130.02409751074833,7.07
2021-01-14,32.83433481269516,130.02409751074833,9.6
2021-01-15,32.83433481269516,130.02409751074833,10.69
2021-01-16,32.83433481269516,130.02409751074833,10.41
2021-01-17,32.83433481269516,130.02409751074833,4.64
2021-01-18,32.83433481269516,130.02409751074833,5.95
2021-01-19,32.83433481269516,130.02409751074833,5.46
2021-01-20,32.83433481269516,130.02409751074833,6.13
2021-01-21,32.83433481269516,130.02409751074833,10.26
2021-01-22,32.83433481269516,130.02409751074833,14.05
2021-01-23,32.83433481269516,130.02409751074833,13.07
2021-01-24,32.83433481269516,130.02409751074833,10.57
2021-01-25,32.83433481269516,130.02409751074833,9.7
2021-01-26,32.83433481269516,130.02409751074833,11.76
2021-01-27,32.83433481269516,130.02409751074833,11.02
2021-01-28,32.83433481269516,130.02409751074833,7.8
2021-01-29,32.83433481269516,130.02409751074833,2.38
2021-01-30,32.83433481269516,130.02409751074833,4.38
2021-01-31,32.83433481269516,130.02409751074833,7.85
2021-02-01,32.83433481269516,130.02409751074833,12.84
2021-02-02,32.83433481269516,130.02409751074833,8.12
2021-02-03,32.83433481269516,130.02409751074833,5.03
2021-02-04,32.83433481269516,130.02409751074833,6.55
2021-02-05,32.83433481269516,130.02409751074833,6.88
2021-02-06,32.83433481269516,130.02409751074833,9.87
2021-02-07,32.83433481269516,130.02409751074833,10.37
2021-02-08,32.83433481269516,130.02409751074833,8.06
2021-02-09,32.83433481269516,130.02409751074833,5.36
2021-02-10,32.83433481269516,130.02409751074833,6.97
2021-02-11,32.83433481269516,130.02409751074833,8.8
2021-02-12,32.83433481269516,130.02409751074833,11.18
2021-02-13,32.83433481269516,130.02409751074833,14.74
2021-02-14,32.83433481269516,130.02409751074833,13.43
2021-02-15,32.83433481269516,130.02409751074833,11.89
2021-02-16,32.83433481269516,130.02409751074833,7.39
2021-02-17,32.83433481269516,130.02409751074833,3.01
2021-02-18,32.83433481269516,130.02409751074833,1.66
2021-02-19,32.83433481269516,130.02409751074833,6.28
2021-02-20,32.83433481269516,130.02409751074833,12.81
2021-02-21,32.83433481269516,130.02409751074833,15.52
2021-02-22,32.83433481269516,130.02409751074833,15.55
2021-02-23,32.83433481269516,130.02409751074833,12.7
2021-02-24,32.83433481269516,130.02409751074833,10.03
2021-02-25,32.83433481269516,130.02409751074833,11.31
2021-02-26,32.83433481269516,130.02409751074833,10.71
2021-02-27,32.83433481269516,130.02409751074833,10.67
2021-02-28,32.83433481269516,130.02409751074833,13.57
2021-03-01,32.83433481269516,130.02409751074833,16.22
2021-03-02,32.83433481269516,130.02409751074833,10.39
2021-03-03,32.83433481269516,130.02409751074833,8.11
2021-03-04,32.83433481269516,130.02409751074833,10.5
2021-03-05,32.83433481269516,130.02409751074833,14.01
2021-03-06,32.83433481269516,130.02409751074833,13.38
2021-03-07,32.83433481269516,130.02409751074833,9.83
2021-03-08,32.83433481269516,130.02409751074833,11.48
2021-03-09,32.83433481269516,130.02409751074833,10.66
2021-03-10,32.83433481269516,130.02409751074833,11.89
2021-03-11,32.83433481269516,130.02409751074833,13.24
2021-03-12,32.83433481269516,130.02409751074833,14.55
2021-03-13,32.83433481269516,130.02409751074833,12.73
2021-03-14,32.83433481269516,130.02409751074833,11.15
2021-03-15,32.83433481269516,130.02409751074833,12.05
2021-03-16,32.83433481269516,130.02409751074833,16.17
2021-03-17,32.83433481269516,130.02409751074833,14.31
2021-03-18,32.83433481269516,130.02409751074833,15.05
2021-03-19,32.83433481269516,130.02409751074833,15.65
2021-03-20,32.83433481269516,130.02409751074833,16.52
2021-03-21,32.83433481269516,130.02409751074833,13.26
2021-03-22,32.83433481269516,130.02409751074833,9.5
2021-03-23,32.83433481269516,130.02409751074833,10.99
2021-03-24,32.83433481269516,130.02409751074833,12.92
2021-03-25,32.83433481269516,130.02409751074833,15.58
2021-03-26,32.83433481269516,130.02409751074833,14.88
2021-03-27,32.83433481269516,130.02409751074833,17.03
2021-03-28,32.83433481269516,130.02409751074833,15.61
2021-03-29,32.83433481269516,130.02409751074833,15.61
2021-03-30,32.83433481269516,130.02409751074833,15.95
2021-03-31,32.83433481269516,130.02409751074833,15.76
2021-04-01,32.83433481269516,130.02409751074833,17.74
2021-04-02,32.83433481269516,130.02409751074833,19.83
2021-04-03,32.83433481269516,130.02409751074833,20.59
2021-04-04,32.83433481269516,130.02409751074833,16.73
2021-04-05,32.83433481269516,130.02409751074833,13.34
2021-04-06,32.83433481269516,130.02409751074833,13.68
2021-04-07,32.83433481269516,130.02409751074833,15.04
2021-04-08,32.83433481269516,130.02409751074833,15.19
2021-04-09,32.83433481269516,130.02409751074833,14.97
2021-04-10,32.83433481269516,130.02409751074833,14.66
2021-04-11,32.83433481269516,130.02409751074833,14.76
2021-04-12,32.83433481269516,130.02409751074833,16.55
2021-04-13,32.83433481269516,130.02409751074833,16.62
2021-04-14,32.83433481269516,130.02409751074833,13.23
2021-04-15,32.83433481269516,130.02409751074833,13.67
2021-04-16,32.83433481269516,130.02409751074833,15.81
2021-04-17,32.83433481269516,130.02409751074833,15.87
2021-04-18,32.83433481269516,130.02409751074833,12.65
2021-04-19,32.83433481269516,130.02409751074833,13.41
2021-04-20,32.83433481269516,130.02409751074833,15.6
2021-04-21,32.83433481269516,130.02409751074833,18.1
2021-04-22,32.83433481269516,130.02409751074833,19.81
2021-04-23,32.83433481269516,130.02409751074833,20.25
2021-04-24,32.83433481269516,130.02409751074833,19.88
2021-04-25,32.83433481269516,130.02409751074833,17.84
2021-04-26,32.83433481269516,130.02409751074833,16.48
2021-04-27,32.83433481269516,130.02409751074833,17.7
2021-04-28,32.83433481269516,130.02409751074833,17.62
2021-04-29,32.83433481269516,130.02409751074833,16.98
2021-04-30,32.83433481269516,130.02409751074833,18.46
2021-05-01,32.83433481269516,130.02409751074833,17.04
2021-05-02,32.83433481269516,130.02409751074833,14.44
2021-05-03,32.83433481269516,130.02409751074833,15.25
2021-05-04,32.83433481269516,130.02409751074833,18.2
2021-05-05,32.83433481269516,130.02409751074833,18.73
2021-05-06,32.83433481269516,130.02409751074833,17.91
2021-05-07,32.83433481269516,130.02409751074833,18.97
2021-05-08,32.83433481269516,130.02409751074833,20.14
2021-05-09,32.83433481269516,130.02409751074833,20.6
2021-05-10,32.83433481269516,130.02409751074833,20.09
2021-05-11,32.83433481269516,130.02409751074833,20.36
2021-05-12,32.83433481269516,130.02409751074833,19.29
2021-05-13,32.83433481269516,130.02409751074833,20.8
2021-05-14,32.83433481269516,130.02409751074833,22.8
2021-05-15,32.83433481269516,130.02409751074833,22.16
2021-05-16,32.83433481269516,130.02409751074833,25.58
2021-05-17,32.83433481269516,130.02409751074833,21.34
2021-05-18,32.83433481269516,130.02409751074833,19.33
2021-05-19,32.83433481269516,130.02409751074833,20.35
2021-05-20,32.83433481269516,130.02409751074833,21.87
2021-05-21,32.83433481269516,130.02409751074833,19.07
2021-05-22,32.83433481269516,130.02409751074833,18.7
2021-05-23,32.83433481269516,130.02409751074833,20.92
2021-05-24,32.83433481269516,130.02409751074833,18.74
2021-05-25,32.83433481269516,130.02409751074833,20.06
2021-05-26,32.83433481269516,130.02409751074833,18.14
2021-05-27,32.83433481269516,130.02409751074833,19.29
2021-05-28,32.83433481269516,130.02409751074833,21.11
2021-05-29,32.83433481269516,130.02409751074833,20.72
2021-05-30,32.83433481269516,130.02409751074833,21.37
